%time,position1,effort1,position2,effort2
8.24400000000087,-1.8867217017,-0.528483450413,-7.60520302557,29.0553131104
8.24500000000087,-1.89210548867,-0.528483450413,-7.60014332642,29.0553131104
8.24600000000087,-1.89748607588,-0.528483450413,-7.59499988432,29.0553131104
8.24700000000087,-1.90286330739,-0.528483450413,-7.58977309082,29.0553131104
8.24800000000087,-1.90823703194,-0.528483450413,-7.58446333528,29.0553131104
8.24900000000087,-1.91360710284,-0.528483450413,-7.57907100487,29.0553131104
8.25000000000087,-1.91897337792,-0.528483450413,-7.57359648466,29.0553131104
8.25100000000087,-1.92433571948,-0.528483450413,-7.56804015756,29.0553131104
8.25200000000087,-1.92969399419,-0.528483450413,-7.56240240438,29.0553131104
8.25300000000087,-1.93504807304,-0.528483450413,-7.55668360385,29.0553131104
8.25400000000086,-1.94039783128,-0.528483450413,-7.55088413263,29.0553131104
8.25500000000086,-1.94574314832,-0.528483450413,-7.54500436538,29.0553131104
8.25600000000086,-1.9510839077,-0.528483450413,-7.53904467475,29.0553131104
8.25700000000086,-1.95641999695,-0.528483450413,-7.53300543141,29.0553131104
8.25800000000086,-1.96175130757,-0.528483450413,-7.52688700413,29.0553131104
8.25900000000086,-1.96707773494,-0.528483450413,-7.52068975977,29.0553131104
8.26000000000086,-1.97239917821,-0.528483450413,-7.51441406337,29.0553131104
8.26100000000086,-1.97771554028,-0.528483450413,-7.50806027815,29.0553131104
8.26200000000086,-1.98302672763,-0.528483450413,-7.50162876558,29.0553131104
8.26300000000086,-1.98833265033,-0.528483450413,-7.49511988544,29.0553131104
8.26400000000086,-1.99363322189,-0.528483450413,-7.48853399586,29.0553131104
8.26500000000086,-1.99892835919,-0.528483450413,-7.4818714534,29.0553131104
8.26600000000086,-2.00421798241,-0.528483450413,-7.47513261308,29.0553131104
8.26700000000086,-2.00950201491,-0.528483450413,-7.46831782849,29.0553131104
8.26800000000086,-2.01478038316,-0.528483450413,-7.4614274518,29.0553131104
8.26900000000086,-2.02005301663,-0.528483450413,-7.4544618339,29.0553131104
8.27000000000086,-2.02531984771,-0.528483450413,-7.44742132446,29.0553131104
8.27100000000086,-2.03058081161,-0.528483450413,-7.44030627197,29.0553131104
8.27200000000085,-2.03583584625,-0.528483450413,-7.4331170239,29.0553131104
8.27300000000085,-2.04108489218,-0.528483450413,-7.42585392674,29.0553131104
8.27400000000085,-2.04632789245,-0.528483450413,-7.41851732611,29.0553131104
8.27500000000085,-2.05156479254,-0.528483450413,-7.41110756687,29.0553131104
8.27600000000085,-2.05679554021,-0.528483450413,-7.40362499324,29.0553131104
8.27700000000085,-2.06202008545,-0.528483450413,-7.39606994888,29.0553131104
8.27800000000085,-2.06723838033,-0.528483450413,-7.38844277704,29.0553131104
8.27900000000085,-2.07245037888,-0.528483450413,-7.38074382065,29.0553131104
8.28000000000085,-2.07765603703,-0.528483450413,-7.3729734225,29.0553131104
8.28100000000085,-2.08285531244,-0.528483450413,-7.36513192532,29.0553131104
8.28200000000085,-2.08804816441,-0.528483450413,-7.35721967196,29.0553131104
8.28300000000085,-2.09323455377,-0.528483450413,-7.34923700551,29.0553131104
8.28400000000085,-2.09841444272,-0.528483450413,-7.34118426949,29.0553131104
8.28500000000085,-2.10358779476,-0.528483450413,-7.33306180796,29.0553131104
8.28600000000085,-2.10875457454,-0.528483450413,-7.32486996571,29.0553131104
8.28700000000085,-2.11391474771,-0.528483450413,-7.31660908846,29.0553131104
8.28800000000085,-2.11906828086,-0.528483450413,-7.30827952297,29.0553131104
8.28900000000085,-2.12421514131,-0.528483450413,-7.2998816173,29.0553131104
8.29000000000085,-2.12935529703,-0.528483450413,-7.29141572094,29.0553131104
8.29100000000084,-2.13448871648,-0.528483450413,-7.28288218505,29.0553131104
8.29200000000084,-2.1396153685,-0.528483450413,-7.27428136262,29.0553131104
8.29300000000084,-2.14473522216,-0.528483450413,-7.26561360874,29.0553131104
8.29400000000084,-2.14984824659,-0.528483450413,-7.25687928076,29.0553131104
8.29500000000084,-2.1549544109,-0.528483450413,-7.24807873856,29.0553131104
8.29600000000084,-2.16005368397,-0.528483450413,-7.23921234475,29.0553131104
8.29700000000084,-2.16514603436,-0.528483450413,-7.23028046492,29.0553131104
8.29800000000084,-2.17023143012,-0.528483450413,-7.22128346788,29.0553131104
8.29900000000084,-2.17530983866,-0.528483450413,-7.21222172593,29.0553131104
8.30000000000084,-2.18038122661,-0.528483450413,-7.20309561509,29.0553131104
8.30100000000084,-2.18544555964,-0.528483450413,-7.19390551539,29.0553131104
8.30200000000084,-2.19050280232,-0.528483450413,-7.18465181111,29.0553131104
8.30300000000084,-2.19555291795,-0.528483450413,-7.1753348911,29.0553131104
8.30400000000084,-2.20059586842,-0.528483450413,-7.16595514904,29.0553131104
8.30500000000084,-2.20563161405,-0.528483450413,-7.15651298371,29.0553131104
8.30600000000084,-2.2106601134,-0.528483450413,-7.14700879933,29.0553131104
8.30700000000084,-2.21568132314,-0.528483450413,-7.13744300584,29.0553131104
8.30800000000084,-2.22069519786,-0.528483450413,-7.12781601918,29.0553131104
8.30900000000083,-2.2257016899,-0.528483450413,-7.11812826166,29.0553131104
8.31000000000083,-2.23070074924,-0.528483450413,-7.10838016223,29.0553131104
8.31100000000083,-2.23569232323,-0.528483450413,-7.09857215681,29.0553131104
8.31200000000083,-2.24067635653,-0.528483450413,-7.08870468864,29.0553131104
8.31300000000083,-2.24565279085,-0.528483450413,-7.07877820858,29.0553131104
8.31400000000083,-2.25062156483,-0.528483450413,-7.06879317546,29.0553131104
8.31500000000083,-2.25558261387,-0.528483450413,-7.05875005641,29.0553131104
8.31600000000083,-2.26053586991,-0.528483450413,-7.04864932719,29.0553131104
8.31700000000083,-2.26548126133,-0.528483450413,-7.03849147257,29.0553131104
8.31800000000083,-2.2704187127,-0.528483450413,-7.0282769866,29.0553131104
8.31900000000083,-2.27534814468,-0.528483450413,-7.018006373,29.0553131104
8.32000000000083,-2.28026947382,-0.528483450413,-7.00768014553,29.0553131104
8.32100000000083,-2.28518261235,-0.528483450413,-6.99729882823,29.0553131104
8.32200000000083,-2.29008746809,-0.528483450413,-6.98686295588,29.0553131104
8.32300000000083,-2.29498394423,-0.528483450413,-6.97637307424,29.0553131104
8.32400000000083,-2.29987193916,-0.528483450413,-6.96582974043,29.0553131104
8.32500000000083,-2.30475134635,-0.528483450413,-6.95523352327,29.0553131104
8.32600000000083,-2.30962205415,-0.528483450413,-6.94458500354,29.0553131104
8.32700000000082,-2.31448394563,-0.528483450413,-6.93388477439,29.0553131104
8.32800000000082,-2.31933689845,-0.528483450413,-6.92313344156,29.0553131104
8.32900000000082,-2.32418078472,-0.528483450413,-6.91233162373,29.0553131104
8.33000000000082,-2.32901547077,-0.528483450413,-6.90147995283,29.0553131104
8.33100000000082,-2.33384081713,-0.528483450413,-6.89057907426,29.0553131104
8.33200000000082,-2.33865667828,-0.528483450413,-6.87962964722,29.0553131104
8.33300000000082,-2.34346290258,-0.528483450413,-6.86863234492,29.0553131104
8.33400000000082,-2.34825933212,-0.528483450413,-6.85758785486,29.0553131104
8.33500000000082,-2.35304580259,-0.528483450413,-6.84649687903,29.0553131104
8.33600000000082,-2.3578221432,-0.528483450413,-6.83536013415,29.0553131104
8.33700000000082,-2.36258817653,-0.528483450413,-6.82417835183,29.0553131104
8.33800000000082,-2.36734371845,-0.528483450413,-6.81295227875,29.0553131104
8.33900000000082,-2.372088578,-0.528483450413,-6.80168267681,29.0553131104
8.34000000000082,-2.37682255737,-0.528483450413,-6.7903703233,29.0553131104
8.34100000000082,-2.38154545173,-0.528483450413,-6.77901601095,29.0553131104
8.34200000000082,-2.38625704924,-0.528483450413,-6.76762054801,29.0553131104
8.34300000000082,-2.39095713097,-0.528483450413,-6.75618475838,29.0553131104
8.34400000000082,-2.39564547083,-0.528483450413,-6.74470948153,29.0553131104
8.34500000000081,-2.40032183556,-0.528483450413,-6.73319557261,29.0553131104
8.34600000000081,-2.4049859847,-0.528483450413,-6.72164390232,29.0553131104
8.34700000000081,-2.40963767056,-0.528483450413,-6.71005535691,29.0553131104
8.34800000000081,-2.41427663825,-0.528483450413,-6.69843083807,29.0553131104
8.34900000000081,-2.41890262564,-0.528483450413,-6.68677126281,29.0553131104
8.35000000000081,-2.42351536344,-0.528483450413,-6.67507756327,29.0553131104
8.35100000000081,-2.42811457519,-0.528483450413,-6.66335068656,29.0553131104
8.35200000000081,-2.43269997735,-0.528483450413,-6.65159159453,29.0553131104
8.35300000000081,-2.43727127932,-0.528483450413,-6.63980126347,29.0553131104
8.35400000000081,-2.44182818353,-0.528483450413,-6.62798068383,29.0553131104
8.35500000000081,-2.44637038555,-0.528483450413,-6.61613085989,29.0553131104
8.35600000000081,-2.45089757418,-0.528483450413,-6.60425280936,29.0553131104
8.35700000000081,-2.45540943155,-0.528483450413,-6.59234756298,29.0553131104
8.35800000000081,-2.45990563327,-0.528483450413,-6.58041616408,29.0553131104
8.35900000000081,-2.46884974048,-0.528483450413,-6.55647914185,29.0553131104
8.36000000000081,-2.47329696596,-0.528483450413,-6.54447566347,29.0553131104
8.36100000000081,-2.47772717612,-0.528483450413,-6.53245032126,29.0553131104
8.36200000000081,-2.48214001638,-0.528483450413,-6.52040421339,29.0553131104
8.3630000000008,-2.48653512676,-0.528483450413,-6.5083384471,29.0553131104
8.3640000000008,-2.490912142,-0.528483450413,-6.49625413807,29.0553131104
8.3650000000008,-2.49527069189,-0.528483450413,-6.48415240966,29.0553131104
8.3660000000008,-2.49961040144,-0.528483450413,-6.47203439214,29.0553131104
8.3670000000008,-2.50393089122,-0.528483450413,-6.45990122194,29.0553131104
8.3680000000008,-2.50823177754,-0.528483450413,-6.44775404082,29.0553131104
8.3690000000008,-2.5125126728,-0.528483450413,-6.43559399504,29.0553131104
8.3700000000008,-2.51677318575,-0.528483450413,-6.42342223449,29.0553131104
8.3710000000008,-2.52101292177,-0.528483450413,-6.41123991182,29.0553131104
8.3720000000008,-2.52523148322,-0.528483450413,-6.39904818156,29.0553131104
8.3730000000008,-2.52942846968,-0.528483450413,-6.38684819921,29.0553131104
8.3740000000008,-2.53360347834,-0.528483450413,-6.37464112027,29.0553131104
8.3750000000008,-2.53775610428,-0.528483450413,-6.36242809939,29.0553131104
8.3760000000008,-2.54188594079,-0.528483450413,-6.35021028937,29.0553131104
8.3770000000008,-2.5459925797,-0.528483450413,-6.33798884026,29.0553131104
8.3780000000008,-2.55007561175,-0.528483450413,-6.32576489837,29.0553131104
8.3790000000008,-2.55413462685,-0.528483450413,-6.31353960537,29.0553131104
8.3800000000008,-2.55816921448,-0.528483450413,-6.30131409736,29.0553131104
8.38100000000079,-2.56217896396,-0.528483450413,-6.28908950388,29.0553131104
8.38200000000079,-2.56616346481,-0.528483450413,-6.27686694707,29.0553131104
8.38300000000079,-2.57012230708,-0.528483450413,-6.26464754072,29.0553131104
8.38400000000079,-2.57405508166,-0.528483450413,-6.25243238935,29.0553131104
8.38500000000079,-2.57796138057,-0.528483450413,-6.24022258742,29.0553131104
8.38600000000079,-2.58184079732,-0.528483450413,-6.2280192184,29.0553131104
8.38700000000079,-2.58569292718,-0.528483450413,-6.21582335399,29.0553131104
8.38800000000079,-2.58951736748,-0.528483450413,-6.20363605327,29.0553131104
8.38900000000079,-2.5933137179,-0.528483450413,-6.19145836197,29.0553131104
8.39000000000079,-2.59708158078,-0.528483450413,-6.17929131172,29.0553131104
8.39100000000079,-2.60082056133,-0.528483450413,-6.16713591929,29.0553131104
8.39200000000079,-2.60453026794,-0.528483450413,-6.15499318596,29.0553131104
8.39300000000079,-2.6082103124,-0.528483450413,-6.14286409683,29.0553131104
8.39400000000079,-2.61186031016,-0.528483450413,-6.13074962027,29.0553131104
8.39500000000079,-2.61547988054,-0.528483450413,-6.11865070726,29.0553131104
