%time,position1,effort1,position2,effort2
0,-1.8784842539,0,1.09542619675,0
0.001,-1.87848776187,0,1.09544095995,0
0.002,-1.87848618795,0,1.09542573213,0
0.003,-1.87848969592,0,1.09544049532,0
0.004,-1.87848812198,0,1.09542526749,0
0.005,-1.87849162996,0,1.09544003067,0
0.006,-1.87849005599,0,1.09542480283,0
0.007,-1.87849356398,0,1.09543956601,0
0.008,-1.87849198999,0,1.09542433815,0
0.009,-1.87849549799,0,1.09543910133,0
0.01,-1.87849392398,0,1.09542387345,0
0.011,-1.87849743198,0,1.09543863662,0
0.012,-1.87849585796,0,1.09542340874,0
0.013,-1.87849936596,0,1.09543817191,0
0.014,-1.87849779191,0,1.09542294401,0
0.015,-1.87850129992,0,1.09543770717,0
0.016,-1.87849972586,0,1.09542247926,0
0.017,-1.87850323387,0,1.09543724241,0
0.018,-1.87850165979,0,1.09542201449,0
0.019,-1.87850516781,0,1.09543677764,0
0.02,-1.8785035937,0,1.0954215497,0
0.021,-1.87850710173,0,1.09543631285,0
0.022,-1.8785055276,0,1.0954210849,0
0.023,-1.87850903564,0,1.09543584804,0
0.024,-1.87850746149,0,1.09542062007,0
0.025,-1.87851096953,0,1.09543538321,0
0.026,-1.87850939536,0,1.09542015523,0
0.027,-1.87851290341,0,1.09543491836,0
0.028,-1.87851132922,0,1.09541969037,0
0.029,-1.87851483727,0,1.0954344535,0
0.03,-1.87851326306,0,1.0954192255,0
0.031,-1.87851677112,0,1.09543398862,0
0.032,-1.87851519689,0,1.0954187606,0
0.033,-1.87851870495,0,1.09543352372,0
0.034,-1.87851713071,0,1.09541829569,0
0.035,-1.87852063877,0,1.0954330588,0
0.036,-1.87851906451,0,1.09541783076,0
0.037,-1.87852257258,0,1.09543259386,0
0.038,-1.87852099829,0,1.09541736581,0
0.039,-1.87852450637,0,1.09543212891,0
0.04,-1.87852293206,0,1.09541690084,0
0.041,-1.87852644015,0,1.09543166393,0
0.042,-1.87852486582,0,1.09541643585,0
0.043,-1.87852837391,0,1.09543119894,0
0.044,-1.87852679956,0,1.09541597085,0
0.045,-1.87853030766,0,1.09543073393,0
0.046,-1.87852873329,0,1.09541550583,0
0.047,-1.87853224139,0,1.09543026891,0
0.048,-1.878530667,0,1.09541504079,0
0.049,-1.87853417511,0,1.09542980386,0
0.05,-1.8785326007,0,1.09541457573,0
0.051,-1.87853610881,0,1.0954293388,0
